GROUPING,TYPE,STATE,Premium,Losses,Quotes,Sales,Premium2,Losses2,Quotes2,Sales2,Premium3
32616,ZIP,FL,927407,816118,130445,7566,593540,661056,143490,6355,652894
32617,ZIP,FL,832739,441352,50439,2774,574590,238330,41360,1581,293041
32618,ZIP,FL,933013,839712,182234,18952,858372,881698,194990,18383,669530
32619,ZIP,FL,339074,250915,108584,7927,342465,213278,97726,8720,236301
32621,ZIP,FL,575214,287607,177005,4425,477428,163936,189395,3584,453557
32622,ZIP,FL,808471,654862,199357,23923,436574,641765,139550,19856,257579
32625,ZIP,FL,792200,831810,99533,4180,689214,499086,93561,2675,530695
32626,ZIP,FL,982794,933654,90811,7991,737096,737587,59935,4715,803435
32627,ZIP,FL,24954,9732,187240,23779,27449,5547,129196,21163,19214
32628,ZIP,FL,72265,76601,185355,5190,60703,59749,109359,4256,49776
32631,ZIP,FL,290530,200466,61550,8679,305057,188438,44932,7117,317259
32633,ZIP,FL,939387,995750,134248,18795,479087,1085368,138275,15224,249125
32634,ZIP,FL,991200,386568,150304,14730,931728,239672,91685,14583,764017
32635,ZIP,FL,694496,305578,33092,1588,757001,314745,32761,1731,734291
32639,ZIP,FL,552742,414557,138883,16805,480886,439430,111106,15629,274105
32640,ZIP,FL,253279,263410,26102,3158,268476,252874,14356,3190,249683
32641,ZIP,FL,856971,299940,181381,16868,505613,293941,172312,9446,444939
32643,ZIP,FL,895852,573345,68575,6926,725640,372674,54860,3671,703871
32644,ZIP,FL,836358,334543,58656,8798,853085,267634,29328,6335,571567
32648,ZIP,FL,235331,188265,93610,11046,176498,165673,73952,12040,97074
32653,ZIP,FL,53034,42958,129445,13980,53564,31789,93200,7829,36424
32654,ZIP,FL,7760,3647,157177,11317,3958,3173,92734,8375,1979
32655,ZIP,FL,925543,944054,132811,16203,851500,1010138,128827,16365,749320
32656,ZIP,FL,65877,55337,142968,16155,40185,57550,124382,8562,22504
32658,ZIP,FL,786906,731823,171789,23020,598049,556185,170071,22099,556186
32662,ZIP,FL,254285,152571,82210,6412,205971,125108,82210,6027,127702
32663,ZIP,FL,426348,170539,66490,4189,345342,144958,42554,2513,359156
32664,ZIP,FL,106078,105017,60968,7072,90166,75612,48774,6436,91068
32666,ZIP,FL,587313,375880,72199,3466,646044,304463,63535,2530,419929
32667,ZIP,FL,979326,656148,24713,1359,705115,570849,13345,707,514734
32668,ZIP,FL,938556,910399,53617,2949,882243,764735,42894,2094,970467
32669,ZIP,FL,979644,822901,129099,8004,666158,518428,92951,6803,419680
32680,ZIP,FL,151814,97161,136072,9253,144223,54410,146958,6477,129801
32681,ZIP,FL,33607,16467,178804,4828,32935,12515,103706,3718,23055
32683,ZIP,FL,121866,118210,42216,2069,132834,106389,25330,1159,124864
32686,ZIP,FL,860105,722488,21590,2742,481659,556316,11443,2248,491292
32692,ZIP,FL,483872,203226,24775,2478,527420,180871,13131,1635,421936
32693,ZIP,FL,33637,14800,19652,747,21528,10064,11791,605,14424
32694,ZIP,FL,231902,220307,18970,1688,245816,189464,11761,945,152406
32696,ZIP,FL,778402,622722,130143,16008,474825,386088,110622,11046,522308
32697,ZIP,FL,374490,250908,121680,9369,198480,178145,91260,8057,113134
32701,ZIP,FL,785192,526079,98702,3553,533931,420863,98702,1954,405788
32702,ZIP,FL,946476,425914,183542,8994,1022194,447210,93606,7105,664426
32703,ZIP,FL,434989,417589,104832,13523,334942,413413,59754,11765,211013
32704,ZIP,FL,713684,620905,126051,15000,663726,391170,127312,16200,550893
32706,ZIP,FL,342317,267007,47116,5795,277277,189575,43818,3477,163593
32707,ZIP,FL,696592,592103,54192,4931,417955,544735,29264,4832,242414
32708,ZIP,FL,311009,217706,127183,8521,283018,134978,104290,4772,299999
32709,ZIP,FL,207519,199218,182809,21023,139038,161367,106029,16398,104279
32710,ZIP,FL,509463,254732,192590,8859,351529,275111,171405,7087,298800
32712,ZIP,FL,694761,465490,145019,4061,416857,335153,136318,3168,429363
32713,ZIP,FL,61874,57543,158687,18249,54449,39129,107907,19344,43015
32714,ZIP,FL,582340,262053,60225,3975,460049,144129,47578,4055,294431
32715,ZIP,FL,720829,331581,92122,5251,677579,288475,80146,3098,440426
32716,ZIP,FL,433042,428712,24452,2225,255495,437286,13938,1291,240165
32718,ZIP,FL,635810,419635,86494,3200,445067,289548,76980,2656,480672
32719,ZIP,FL,839927,881923,21946,1339,881923,564431,23263,710,802550
32720,ZIP,FL,701086,659021,38320,5097,525815,349281,34488,3823,268166
32721,ZIP,FL,959212,997580,146441,15962,1035949,528717,136190,14047,859838
32722,ZIP,FL,703105,632795,163779,13757,696074,430301,104819,9080,382841
32723,ZIP,FL,301,250,166212,23602,292,205,132970,22186,231
32724,ZIP,FL,435380,269936,100609,8149,409257,253740,96585,8312,360146
32725,ZIP,FL,648787,557957,124232,3478,376296,574696,89447,1739,263407
32726,ZIP,FL,60236,27106,52675,6374,57224,27106,48461,5737,37768
32727,ZIP,FL,214869,161152,38761,4380,167598,112806,33334,4555,92179
32728,ZIP,FL,996993,817534,41057,5953,1086722,555923,42699,5953,673768
32730,ZIP,FL,432812,376546,79170,2850,346250,365250,52252,2565,211213
32732,ZIP,FL,421035,256831,115340,7843,286304,205465,119954,4941,157467
32733,ZIP,FL,26724,16836,153607,15207,24052,12290,139782,12926,21887
32735,ZIP,FL,457171,461743,167741,12077,297161,457126,145935,9662,261502
32736,ZIP,FL,663909,292120,7348,896,690465,300884,7348,788,614514
32738,ZIP,FL,89136,54373,9949,438,91810,57635,9352,302,59677
32739,ZIP,FL,883306,459319,7118,505,582982,440946,5339,475,378938
32744,ZIP,FL,967577,851468,40948,3112,570870,698204,41357,2458,525200
32745,ZIP,FL,258183,154910,97672,10646,175564,85201,93765,6813,124650
32746,ZIP,FL,804369,410228,59524,2917,699801,443046,48810,2946,524851
32747,ZIP,FL,6871,3367,91208,9030,5840,2660,100329,9301,4146
32750,ZIP,FL,864810,942643,198475,23619,812921,782394,218323,16061,853567
32751,ZIP,FL,763477,816920,86954,5130,786381,849597,59129,4309,456101
32752,ZIP,FL,118741,84306,7516,225,85494,80934,7441,151,70105
32753,ZIP,FL,754382,384735,185752,10959,558243,415514,198755,10192,435430
32754,ZIP,FL,676879,737798,25598,3814,439971,545971,19966,3356,444371
32756,ZIP,FL,133222,79933,59292,3617,135886,63946,49212,2170,96479
32757,ZIP,FL,457295,187491,139733,10899,457295,178116,95018,11880,503025
32759,ZIP,FL,639015,261996,5053,520,626235,180777,4346,411,513513
32762,ZIP,FL,73247,44681,192536,10589,68120,32617,188685,6353,54496
32763,ZIP,FL,540814,194693,46498,5673,389386,161595,40918,4482,249207
32764,ZIP,FL,939887,808303,3714,197,921089,719390,3714,209,1013198
32765,ZIP,FL,794471,794471,171705,14595,818305,548185,140798,15617,671010
32766,ZIP,FL,930106,595268,172359,5343,846396,517883,146505,4755,871788
32767,ZIP,FL,666023,686004,7160,251,705984,610544,7375,171,423590
32768,ZIP,FL,855265,376317,109981,7919,555922,349975,92384,6177,428060
32771,ZIP,FL,807001,451921,180504,16426,669811,239518,196749,12977,401887
32772,ZIP,FL,361829,300318,159004,10494,180915,249264,114483,6401,180915
32773,ZIP,FL,336473,161507,124752,18713,195154,151817,94812,11789,212718
32774,ZIP,FL,43827,32870,195100,14047,46895,35500,146325,13064,48771
32775,ZIP,FL,213218,230275,99051,7033,144988,248697,59431,4360,115990
32776,ZIP,FL,497090,313167,62903,4026,507032,187900,33968,2456,527313
32777,ZIP,FL,158794,157206,154431,19922,115920,147774,160608,14344,104328
32778,ZIP,FL,445729,178292,150322,14732,334297,187207,96206,15469,300867
32779,ZIP,FL,447126,371115,165809,14591,402413,274625,179074,14299,402413
32780,ZIP,FL,304562,304562,160265,17148,210148,283243,163470,12347,121886
32781,ZIP,FL,880529,704423,46311,6020,818892,669202,24082,5900,728814
32782,ZIP,FL,282766,302560,116746,14477,277111,205741,105071,9700,271569
32783,ZIP,FL,853163,895821,85242,7501,938479,636033,92914,5776,506779
32784,ZIP,FL,901030,468536,173131,24065,991133,262380,96953,19493,1001044
32789,ZIP,FL,935897,758077,111918,16228,720641,803562,67151,10386,432385
32790,ZIP,FL,113261,115526,142866,10858,57763,84334,91434,5755,30037
32791,ZIP,FL,623647,324296,27983,1595,530100,191335,17629,941,371070
32792,ZIP,FL,149882,58454,77462,11232,77939,33903,68167,9772,60013
32793,ZIP,FL,680946,388139,21048,1936,415377,306630,15576,1917,245072
32794,ZIP,FL,188824,190712,27585,1738,156724,139220,23447,1043,95602
32795,ZIP,FL,253674,208013,44708,2191,136984,208013,27719,2344,68492
32796,ZIP,FL,646950,472274,192101,7876,653420,391987,184417,7088,699159
32798,ZIP,FL,718658,754591,164494,20233,459941,543306,123371,19019,482938
32799,ZIP,FL,673765,498586,4631,621,343620,299152,3195,366,364237
32801,ZIP,FL,417671,421848,40699,5291,380081,265764,32152,3492,269858
32802,ZIP,FL,715046,393275,32487,2079,643541,377544,22416,1060,373254
32803,ZIP,FL,19401,6790,124500,6723,16879,3802,65985,4773,8946
32804,ZIP,FL,171004,111153,76919,2000,124833,100038,53843,2100,67410
32805,ZIP,FL,203385,162708,140930,8597,193216,128539,80330,6964,117862
32806,ZIP,FL,93050,68857,92210,2305,76301,37871,50716,1383,63330
32807,ZIP,FL,35759,23243,16328,1388,33256,13713,9797,1235,31593
32808,ZIP,FL,391380,317018,89477,5727,375725,244104,47423,3723,308095
32809,ZIP,FL,797911,542579,180155,18376,773974,510024,140521,14333,688837
32810,ZIP,FL,628222,477449,156139,22016,464884,510870,170192,19154,469533
32811,ZIP,FL,351593,147669,184830,6839,372689,141762,157106,6771,283244
32812,ZIP,FL,281242,194057,87807,3249,146246,153305,74636,1852,130159
32814,ZIP,FL,604305,356540,181966,9826,658692,267405,143753,6092,401802
32815,ZIP,FL,551959,369813,117100,4216,574037,269963,115929,3288,373124
32816,ZIP,FL,270416,259599,120925,16446,292049,181719,99159,14801,280367
32817,ZIP,FL,4082,2000,426,34,2408,1360,281,34,1445
32818,ZIP,FL,349000,369940,173392,7803,233830,366241,93632,8349,147313
32819,ZIP,FL,297340,282473,97480,9748,234899,155360,49715,9943,227852
32820,ZIP,FL,567619,368952,185588,21528,493829,265645,142903,22820,281483
32821,ZIP,FL,999359,569635,66631,2665,799487,581028,44643,2558,535656
32822,ZIP,FL,683449,246042,53673,4723,526256,159927,33814,4203,415742
32824,ZIP,FL,186922,71030,17443,2337,104676,64637,16571,2103,74320
32825,ZIP,FL,339109,193292,73974,8433,322154,173963,38466,6662,270609
32826,ZIP,FL,547544,503740,11766,1000,542069,322394,12237,890,395710
32827,ZIP,FL,519338,457017,138984,4586,488178,319912,111187,4127,439360
32828,ZIP,FL,974437,613895,7816,1172,760061,466560,5862,680,714457
32829,ZIP,FL,527027,579730,88676,8158,411081,591325,50545,4732,287757
32830,ZIP,FL,609295,249811,166724,9837,475250,152385,125043,8460,280398
32831,ZIP,FL,676716,568441,188322,16196,663182,375171,186439,8746,411173
32832,ZIP,FL,294537,217957,71687,2294,285701,143852,70253,1881,314271
32833,ZIP,FL,806587,387162,6269,357,540413,406520,3949,332,394501
32834,ZIP,FL,84893,90836,47306,1656,78102,96286,30276,1639,56233
32835,ZIP,FL,136752,88889,133262,19456,142222,85333,86620,20234,71111
32836,ZIP,FL,210469,122072,190134,28520,199946,83009,209147,18823,213942
32837,ZIP,FL,668456,314174,68238,10099,641718,163370,70968,5655,391448
32839,ZIP,FL,873542,594009,71978,6694,794923,570249,78456,5757,413360
32853,ZIP,FL,135034,139085,40110,4011,148537,111268,41313,2808,158935
32854,ZIP,FL,541616,438709,130467,7828,389964,219355,79585,7123,347068
32855,ZIP,FL,132857,100971,71519,4220,70414,102990,62937,3207,76047
32856,ZIP,FL,235383,84738,174586,21823,230675,88128,97768,20295,189154
32857,ZIP,FL,9226,3875,119796,12219,6827,3681,75471,10753,4028
32858,ZIP,FL,630088,270938,70276,8503,667893,173400,70276,9013,460846
32859,ZIP,FL,498325,503308,160301,11702,503308,503308,153889,5968,488209
32860,ZIP,FL,50455,46923,164668,7904,27750,30969,176195,3952,20258
32861,ZIP,FL,500129,435112,137553,5227,415107,313281,111418,2979,220007
32862,ZIP,FL,221802,215148,15733,1652,126427,146301,14317,1569,65742
32867,ZIP,FL,838460,729460,23365,1215,788152,627336,17056,1166,638403
32868,ZIP,FL,907060,544236,56205,2417,743789,506139,59015,2272,453711
32869,ZIP,FL,476753,214539,108602,9014,410008,225266,82538,4507,258305
32872,ZIP,FL,292915,231403,191488,12638,310490,161982,197233,10869,260812
32877,ZIP,FL,441810,415301,2667,203,468319,290711,2320,148,435537
32878,ZIP,FL,206545,132189,64348,9266,115665,100464,52122,9544,94845
32885,ZIP,FL,296999,160379,61758,8029,249479,125096,37055,4817,167151
32886,ZIP,FL,591892,603730,93984,12218,491270,482984,68608,8064,334064
32887,ZIP,FL,355596,156462,151714,5917,241805,132993,112268,6331,236969
32890,ZIP,FL,516554,557878,199580,15567,521720,357042,163656,13855,521720
32891,ZIP,FL,185236,90766,133290,3599,112994,88951,98635,2195,67796
32893,ZIP,FL,808772,752158,96640,6475,598491,752158,103405,4727,526672
32896,ZIP,FL,672101,631775,18502,2424,423424,328523,11471,2448,287928
32897,ZIP,FL,969145,465190,55117,5236,988528,260506,36928,5184,642543
32898,ZIP,FL,269720,118677,81836,11457,134860,130545,40918,11342,122723
32899,ZIP,FL,154299,112638,93277,3918,135783,61951,83017,3487,69249
32901,ZIP,FL,348671,275450,34756,4657,299857,187306,22244,4331,209900
32902,ZIP,FL,847407,872829,157840,22098,550815,672078,113645,19004,396587
32903,ZIP,FL,416585,345766,186965,13461,358263,179798,142093,7538,340350
32904,ZIP,FL,461796,475650,36057,3642,410998,508946,34254,2768,324688
32905,ZIP,FL,696659,306530,181200,25368,585194,229898,154020,25875,421340
32906,ZIP,FL,230518,126785,160373,5934,165973,109035,134713,4688,119501
32907,ZIP,FL,183353,64174,183351,15768,150349,66741,179684,15768,75175
32908,ZIP,FL,578574,387645,124128,15888,503359,255846,124128,9851,488258
32909,ZIP,FL,268855,139805,102957,3192,250035,118834,54567,2777,157522
32910,ZIP,FL,449583,350675,18325,715,274246,364702,18692,358,233109
32911,ZIP,FL,838081,796177,64808,2074,754273,692674,55087,1784,445021
32912,ZIP,FL,459859,317303,185544,9277,349493,177690,115037,6308,297069
32919,ZIP,FL,770300,808815,48208,3519,508398,630876,30853,1900,411802
32920,ZIP,FL,446977,187730,174782,17828,420158,180221,138078,17471,457972
32922,ZIP,FL,307830,243186,140372,6738,190855,209140,143179,7008,164135
32923,ZIP,FL,163686,142407,191389,26220,111306,138135,177992,24647,72349
32924,ZIP,FL,705376,536086,153604,7680,458494,520003,102915,5530,371380
32925,ZIP,FL,610129,420989,102983,14006,634534,353631,102983,12745,437828
32926,ZIP,FL,48834,46392,152737,12372,51764,26443,135936,13238,35200
32927,ZIP,FL,438094,385523,3664,216,381142,366247,2638,190,301102
32931,ZIP,FL,206391,158921,102312,12073,175432,120780,86965,7968,103505
32932,ZIP,FL,87570,42034,5043,161,83192,42875,4942,82,69881
32934,ZIP,FL,934605,785068,111515,15055,1028066,675158,100364,15657,678524
32935,ZIP,FL,818360,679239,194868,20851,589219,672447,113023,18766,559758
32936,ZIP,FL,390891,383073,22769,2231,257988,302628,18898,2343,257988
32937,ZIP,FL,922651,627403,199793,7992,811933,639951,185807,6873,885007
32940,ZIP,FL,731416,746044,174161,6096,789929,678900,148037,3719,497655
32941,ZIP,FL,340574,316734,4272,568,241808,205877,3717,369,176520
32948,ZIP,FL,343202,140713,22738,3388,233377,122420,17963,2609,119022
32949,ZIP,FL,42718,17942,128166,4486,27340,12559,73055,3320,22145
32950,ZIP,FL,280551,176747,94694,3882,227246,157305,76702,2174,209066
32951,ZIP,FL,146219,67261,119177,11679,97967,49101,67931,11445,104825
32952,ZIP,FL,153091,117880,76143,5102,156153,66013,48732,3214,154591
32953,ZIP,FL,874314,375955,128940,7350,839341,398512,78653,5072,847734
32954,ZIP,FL,313915,235436,62773,5461,163236,258980,65912,4696,146912
32955,ZIP,FL,684674,438191,14171,1545,732601,429427,14738,989,542125
32956,ZIP,FL,301951,178151,144860,12748,205327,103328,76776,8031,178634
32957,ZIP,FL,609919,213472,172446,11037,670911,183586,162099,11478,523311
32958,ZIP,FL,571622,463014,146223,12137,423000,416713,81885,6069,384930
32959,ZIP,FL,88608,71772,131120,18750,57595,41628,99651,15563,50108
32960,ZIP,FL,660430,369841,96326,13004,521740,258889,80914,11444,526957
32961,ZIP,FL,759537,584843,21729,2673,622820,368451,12168,1417,641505
32962,ZIP,FL,804190,434263,9373,234,474472,395179,5905,201,441259
32963,ZIP,FL,772092,841580,156449,5476,733487,715343,142369,4928,403418
32964,ZIP,FL,119538,47815,114127,6733,88458,48771,77606,4174,86689
32965,ZIP,FL,464897,450950,110544,6633,278938,496045,57483,7296,189678
32966,ZIP,FL,626172,488414,33565,3961,601125,400499,21482,2099,528990
32967,ZIP,FL,503938,418269,108699,11739,529135,334615,119569,10096,306898
32968,ZIP,FL,275625,231525,186883,25416,217744,219949,203702,21858,113227
32969,ZIP,FL,643405,559762,47898,1437,534026,380638,50772,1437,555387
32970,ZIP,FL,187682,78826,84183,8502,176421,48872,76607,6972,93503
32971,ZIP,FL,573544,510454,75748,2424,315449,336900,70446,2206,331221
32976,ZIP,FL,743741,401620,112206,4376,743741,244988,98741,4157,431370
32978,ZIP,FL,540935,362426,150635,11147,589619,202959,112976,8472,630892
33001,ZIP,FL,87536,92788,183274,8980,53397,90004,91637,9878,46455
33002,ZIP,FL,752979,481907,135469,13005,474377,298782,125986,14175,289370
33004,ZIP,FL,514042,488340,177259,16840,539744,258820,97492,18356,372423
33008,ZIP,FL,15239,6400,3776,306,12953,4288,2379,327,7383
33009,ZIP,FL,319529,249233,151710,9861,325920,147047,127436,8086,250958
33010,ZIP,FL,526579,294884,34496,4588,468655,221163,33806,3487,374924
33011,ZIP,FL,964185,347107,132740,17123,819557,295041,78317,10445,450756
33012,ZIP,FL,408057,150981,23595,2643,371332,141922,15573,1824,371332
33013,ZIP,FL,894020,634754,168483,12468,911900,444328,90981,13216,884543
33014,ZIP,FL,978057,508590,1532,205,978057,549277,766,109,821568
33015,ZIP,FL,658868,316257,127153,14623,362377,338395,73749,13161,275407
33016,ZIP,FL,555087,532884,126196,17794,505129,570186,93385,12456,510180
33017,ZIP,FL,143176,136017,106529,8203,140312,115614,104398,7055,116459
33018,ZIP,FL,701934,666837,39805,4896,554528,440112,41795,3525,310536
33019,ZIP,FL,1957,1194,143415,7314,1624,657,98956,6656,844
33020,ZIP,FL,107056,113479,119456,3345,100633,73761,71674,2810,89563
33021,ZIP,FL,455707,173169,55293,3262,318995,148925,35940,2805,271146
33022,ZIP,FL,101366,110489,152043,20222,75011,101650,126196,21435,67510
33023,ZIP,FL,183035,137276,137750,12398,172053,135903,99180,13390,149686
33024,ZIP,FL,972958,437831,69578,9254,1002147,262699,76536,9347,741589
33025,ZIP,FL,420202,445414,8525,418,352970,400873,9122,351,349440
33026,ZIP,FL,950633,1026684,171604,13042,979152,770013,180184,12520,489576
33027,ZIP,FL,314919,122818,10549,971,173205,76147,8545,893,185329
33028,ZIP,FL,239794,208621,57774,2600,127091,137690,32931,2626,119466
33029,ZIP,FL,37683,22610,127443,12107,24117,20801,84112,13197,18329
33030,ZIP,FL,518166,290173,50556,5005,284991,235040,31345,3253,190944
33031,ZIP,FL,162293,178522,142301,7400,82769,162455,89650,4588,48006
33032,ZIP,FL,526122,373547,141075,16506,515600,324986,105806,15020,329984
33033,ZIP,FL,710281,504300,144491,11415,525608,368139,72246,11986,499328
33034,ZIP,FL,129626,125737,120755,14249,136107,128252,120755,8977,115691
33035,ZIP,FL,42555,18299,13581,394,44683,15005,6926,366,35300
33036,ZIP,FL,794823,794823,32380,3206,667651,500738,30113,2725,500738
33037,ZIP,FL,32022,29780,4332,624,16651,26206,2253,555,8492
33039,ZIP,FL,830946,307450,59075,8448,473639,338195,57894,9293,383648
33040,ZIP,FL,709638,709638,11721,1676,674156,454168,11721,1743,667414
33041,ZIP,FL,793239,872563,123710,14227,698050,924917,136081,14796,656167
33042,ZIP,FL,256170,261293,18983,1310,197251,154163,20691,891,181471
33043,ZIP,FL,498596,259270,23296,1398,368961,220380,24927,867,313617
33045,ZIP,FL,776304,333811,134401,4301,667621,290416,129025,4215,654269
33050,ZIP,FL,978601,714379,119015,16067,1027531,464346,69029,11729,575417
33051,ZIP,FL,889316,409085,64148,9301,489124,306814,34640,6604,454885
